task,draft_precision,quant_method,gamma,num_prompts,acceptance_rate_mean,acceptance_rate_std,mean_accepted_length_mean,position_1_acceptance,position_2_acceptance,position_3_acceptance,position_4_acceptance,draft_time_ms_mean,total_wall_time_ms_mean,tokens_per_second_mean,quality_mean,semantic_exact_match_mean,semantic_normalized_match_mean,semantic_token_f1_mean,semantic_length_ratio_mean,draft_cost_share_mean,draft_forward_calls_mean,draft_model_forward_time_ms_mean,draft_model_forward_ms_per_call,draft_input_tokens_per_forward,draft_extend_cache_ratio,draft_cache_reset_calls_mean,draft_propose_calls_mean,draft_model_generate_time_ms_mean,draft_model_generate_ms_per_call,draft_generated_tokens_per_call,target_forward_calls_mean,target_model_forward_time_ms_mean,target_model_forward_ms_per_call
chat,bf16,none,4,30,0.4949900793650794,0.16953670939982493,1.9799603174603175,0.7381746031746032,0.5415873015873016,0.40499999999999997,0.2951984126984127,943.3757785707712,1557.3655261347692,10.897790197451334,1.0,1.0,1.0,1.0,1.0,0.5919316165140366,23.333333333333332,932.3351145411531,40.88217205909406,4.176964285714286,0.8404761904761905,3.9,0.0,0.0,0.0,0.0,16.0,608.2099737599492,38.013123359996825
