task,draft_precision,quant_method,gamma,num_prompts,acceptance_rate_mean,acceptance_rate_std,mean_accepted_length_mean,position_1_acceptance,position_2_acceptance,position_3_acceptance,position_4_acceptance,draft_time_ms_mean,total_wall_time_ms_mean,tokens_per_second_mean,quality_mean,semantic_exact_match_mean,semantic_normalized_match_mean,semantic_token_f1_mean,semantic_length_ratio_mean,draft_cost_share_mean,draft_forward_calls_mean,draft_model_forward_time_ms_mean,draft_model_forward_ms_per_call,draft_input_tokens_per_forward,draft_extend_cache_ratio,draft_cache_reset_calls_mean,draft_propose_calls_mean,draft_model_generate_time_ms_mean,draft_model_generate_ms_per_call,draft_generated_tokens_per_call,target_forward_calls_mean,target_model_forward_time_ms_mean,target_model_forward_ms_per_call
reasoning,bf16,none,4,30,0.5698710317460317,0.20024046553034372,2.279484126984127,0.7461640211640211,0.580595238095238,0.5046428571428572,0.4480820105820106,837.497973938783,1419.5057837292552,11.806885090631956,1.0,1.0,1.0,1.0,1.0,0.5764781558245106,21.733333333333334,828.7694267307719,39.18402491091189,4.879821428571429,0.8433399470899471,3.6333333333333333,0.0,0.0,0.0,0.0,16.0,576.4425573249658,36.027659832810365
