task,draft_precision,quant_method,gamma,num_prompts,acceptance_rate_mean,acceptance_rate_std,mean_accepted_length_mean,position_1_acceptance,position_2_acceptance,position_3_acceptance,position_4_acceptance,draft_time_ms_mean,total_wall_time_ms_mean,tokens_per_second_mean,quality_mean,draft_cost_share_mean,draft_forward_calls_mean,draft_model_forward_time_ms_mean,draft_model_forward_ms_per_call,draft_input_tokens_per_forward,draft_extend_cache_ratio,draft_cache_reset_calls_mean,draft_propose_calls_mean,draft_model_generate_time_ms_mean,draft_model_generate_ms_per_call,draft_generated_tokens_per_call,target_forward_calls_mean,target_model_forward_time_ms_mean,target_model_forward_ms_per_call
chat,int4,gptq_marlin,4,1,0.28125,0.0,1.125,0.625,0.25,0.125,0.125,353.7541553378105,1260.2558471262455,12.695834767586845,1.0,0.28070026903225576,0.0,0.0,0.0,0.0,0.0,0.0,8.0,353.59885543584824,44.19985692948103,4.0,16.0,897.2389325499535,56.07743328437209
