task,draft_precision,quant_method,gamma,num_prompts,acceptance_rate_mean,acceptance_rate_std,mean_accepted_length_mean,position_1_acceptance,position_2_acceptance,position_3_acceptance,position_4_acceptance,draft_time_ms_mean,total_wall_time_ms_mean,tokens_per_second_mean,quality_mean,draft_cost_share_mean,draft_forward_calls_mean,draft_model_forward_time_ms_mean,draft_model_forward_ms_per_call,draft_input_tokens_per_forward,draft_extend_cache_ratio,draft_cache_reset_calls_mean,draft_propose_calls_mean,draft_model_generate_time_ms_mean,draft_model_generate_ms_per_call,draft_generated_tokens_per_call,target_forward_calls_mean,target_model_forward_time_ms_mean,target_model_forward_ms_per_call
chat,int4,gptq_marlin,4,10,0.40029761904761907,0.06669589070351106,1.6011904761904763,0.7148809523809524,0.47619047619047616,0.2517857142857143,0.15833333333333333,438.6391367763281,1448.7284300848842,11.625879176584416,1.0,0.3019446790806054,0.0,0.0,0.0,0.0,0.0,0.0,6.5,438.5474469512701,67.58625751826912,4.0,16.0,996.4544331654906,62.278402072843164
reasoning,int4,gptq_marlin,4,10,0.618030303030303,0.21887497741681275,2.472121212121212,0.7698484848484849,0.6331818181818182,0.5674242424242424,0.5016666666666667,302.6770878583193,1240.8670533448458,13.077726807906659,1.0,0.2434162872331071,0.0,0.0,0.0,0.0,0.0,0.0,5.3,302.59992741048336,57.73469553187941,4.0,16.0,926.9459156319499,57.93411972699687
