task,draft_precision,quant_method,gamma,num_prompts,acceptance_rate_mean,acceptance_rate_std,acceptance_rate_ci_low,acceptance_rate_ci_high,mean_accepted_length_mean,mean_accepted_length_ci_low,mean_accepted_length_ci_high,position_1_acceptance,position_1_acceptance_ci_low,position_1_acceptance_ci_high,position_2_acceptance,position_2_acceptance_ci_low,position_2_acceptance_ci_high,position_3_acceptance,position_3_acceptance_ci_low,position_3_acceptance_ci_high,position_4_acceptance,position_4_acceptance_ci_low,position_4_acceptance_ci_high,draft_time_ms_mean,draft_time_ms_ci_low,draft_time_ms_ci_high,total_wall_time_ms_mean,total_wall_time_ms_ci_low,total_wall_time_ms_ci_high,tokens_per_second_mean,tokens_per_second_ci_low,tokens_per_second_ci_high,quality_mean,quality_ci_low,quality_ci_high,semantic_exact_match_mean,semantic_normalized_match_mean,semantic_token_f1_mean,semantic_length_ratio_mean,task_exact_match_mean,task_exact_match_ci_low,task_exact_match_ci_high,draft_cost_share_mean,draft_cost_share_ci_low,draft_cost_share_ci_high,draft_forward_calls_mean,draft_model_forward_time_ms_mean,draft_model_forward_ms_per_call,draft_input_tokens_per_forward,draft_extend_cache_ratio,draft_cache_reset_calls_mean,draft_propose_calls_mean,draft_model_generate_time_ms_mean,draft_model_generate_ms_per_call,draft_generated_tokens_per_call,target_forward_calls_mean,target_model_forward_time_ms_mean,target_model_forward_ms_per_call
chat,bf16,none,2,30,0.6389123376623377,0.15570662450819403,0.5793518518518519,0.6931848244348244,1.2778246753246754,1.1587037037037038,1.3863696488696489,0.7352693602693603,0.6768037518037517,0.7853174603174603,0.5425553150553151,0.46716329966329967,0.6142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,249.3382267653942,224.96230167647204,275.54618573437136,777.3403760666648,716.7197241137425,847.1190323432287,21.510797050796665,20.099468316026623,22.995401401974895,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31870290569412646,0.3056192485891713,0.33215535805455704,0.0,0.0,0.0,0.0,0.0,0.0,7.366666666666666,249.26465836664042,33.758969138259495,2.0,16.0,509.8090771585703,31.863067322410643
chat,bf16,none,3,30,0.5641269841269841,0.15035484283252243,0.5084656084656085,0.6184126984126984,1.6923809523809523,1.5253968253968255,1.8552380952380954,0.7544444444444445,0.6951851851851852,0.8072486772486772,0.5425132275132275,0.46933862433862433,0.6148677248677249,0.3954232804232804,0.3264021164021164,0.4683068783068783,0.0,0.0,0.0,345.64560540020466,297.2201745336254,395.6424303352833,1024.3915053084493,893.377280421555,1154.5635335768263,18.115970422364622,15.756249080004725,20.337812695055884,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3356164636991405,0.32148953959584636,0.3512830328183479,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,345.5853511268894,55.0971320975158,3.0,16.0,639.2403543616334,39.95252214760209
chat,bf16,none,4,30,0.4917526455026455,0.1702746167807095,0.42986772486772484,0.560327380952381,1.967010582010582,1.7194708994708994,2.241309523809524,0.7350529100529101,0.6802116402116402,0.7931481481481482,0.5474470899470899,0.4691137566137566,0.6242063492063492,0.395978835978836,0.3158994708994709,0.4847222222222222,0.28853174603174603,0.20892857142857144,0.3778968253968254,231.9083359092474,212.7183643480142,252.67957877367735,645.707873813808,626.2340089927117,666.8253195782503,24.936027851197114,24.144713432984137,25.702027622215176,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3553028577138755,0.3356462593860434,0.3755035712538234,0.0,0.0,0.0,0.0,0.0,0.0,5.866666666666666,231.85353378454843,39.55694962278127,4.0,16.0,408.50658901035786,25.531661813147366
chat,bf16,none,5,30,0.4343544973544973,0.1512963296946649,0.38021957671957674,0.4903227513227513,2.171772486772487,1.9010978835978836,2.4516137566137566,0.7524338624338625,0.694047619047619,0.8093650793650794,0.5522486772486772,0.46984126984126984,0.6302645502645503,0.39415343915343914,0.3176058201058201,0.4753174603174603,0.2625793650793651,0.19924603174603175,0.3292063492063492,261.2181918074687,239.57337060322365,286.4650611455242,689.0782038370768,667.9754262790084,713.8323858380318,23.40594986601285,22.63405944082705,24.109274353524604,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37418610165144756,0.35330619574857186,0.3963170544570572,0.0,0.0,0.0,0.0,0.0,0.0,5.533333333333333,261.1637081330021,47.288997795373675,5.0,16.0,422.41940467307967,26.40121279206748
chat,bf16,none,6,30,0.38078483245149913,0.13513090387714136,0.3307098765432099,0.43070767195767196,2.284708994708995,1.9842592592592592,2.584246031746032,0.7308068783068783,0.6620502645502646,0.7918253968253969,0.53494708994709,0.4495767195767196,0.6142063492063492,0.3799470899470899,0.31535714285714284,0.4475,0.2733730158730159,0.20654761904761904,0.3450793650793651,285.0347478563587,259.60534860690433,314.97253452738124,697.6076214884719,671.9274855529269,726.4247111976147,23.18733954597579,22.309561791756437,24.00461000301958,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4021302061578515,0.3807278807474614,0.425730014414174,0.0,0.0,0.0,0.0,0.0,0.0,5.366666666666666,284.98000781983137,53.09280612195531,6.0,16.0,407.2099272782604,25.450620454891276
chat,int4,gptq_marlin,2,30,0.6114087301587302,0.1445762846595452,0.5529761904761905,0.6606481481481482,1.2228174603174604,1.105952380952381,1.3212962962962964,0.716931216931217,0.6624338624338625,0.762962962962963,0.5058862433862433,0.4345899470899471,0.5730820105820106,0.0,0.0,0.0,0.0,0.0,0.0,175.42107465366522,164.50062207877636,190.26004628588757,602.160169556737,585.4774475718538,624.8965248465538,26.75759025749018,25.928742441399596,27.40376446891483,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2894137544436084,0.27847866844610625,0.30293071991407317,0.0,0.0,0.0,0.0,0.0,0.0,7.533333333333333,175.35270353158316,23.1719378255081,2.0,16.0,421.21315492937964,26.325822183086228
chat,int4,gptq_marlin,3,30,0.5411860670194004,0.14679504382753913,0.48263227513227513,0.5960978835978836,1.623558201058201,1.4478968253968254,1.7882936507936509,0.7331878306878307,0.6733597883597884,0.7898412698412699,0.5242724867724867,0.45354497354497353,0.5920502645502645,0.3660978835978836,0.2987962962962963,0.4371031746031746,0.0,0.0,0.0,171.76369534184536,159.33554427077374,185.2816122894486,591.201574044923,575.6979858502746,609.4387836133441,27.219807453347375,26.488312383618737,27.85691990324911,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2886119757318107,0.2740962693396046,0.3046262433651953,0.0,0.0,0.0,0.0,0.0,0.0,6.533333333333333,171.70744463801384,26.21980377874539,3.0,16.0,414.2773340145747,25.89233337591092
chat,int4,gptq_marlin,4,30,0.4664087301587302,0.16821014562956232,0.4008333333333333,0.5341369047619048,1.8656349206349208,1.6033333333333333,2.136547619047619,0.7308333333333333,0.6716269841269841,0.7877380952380952,0.5187301587301587,0.4438888888888889,0.5946825396825397,0.35797619047619045,0.2773809523809524,0.4417857142857143,0.2580952380952381,0.17706349206349206,0.34075396825396825,194.35018884638944,177.44607472171387,211.9346534833312,620.2600374196967,598.3185033624371,643.6616510773698,26.0315531578675,25.1493160596528,26.934333177619155,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30976574645540483,0.2923263803435653,0.32808797979839166,0.0,0.0,0.0,0.0,0.0,0.0,6.1,194.29267545541128,31.814309010311725,4.0,16.0,420.3711178774635,26.27319486734147
chat,int4,gptq_marlin,5,30,0.40204761904761904,0.15034055068123944,0.34628571428571425,0.45745238095238094,2.0102380952380954,1.7314285714285715,2.287261904761905,0.7259126984126985,0.6640079365079365,0.7905952380952381,0.5044047619047619,0.42623015873015874,0.5855952380952381,0.3570238095238095,0.2826190476190476,0.43662698412698414,0.23412698412698413,0.17265873015873015,0.2959920634920635,206.3613535836339,188.8076895227035,226.2061497196555,625.4089051236709,604.673951677978,650.0359707822403,25.827510207023717,24.909796738765248,26.625415215925518,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3256799262212,0.3076111133191824,0.34530025192948305,0.0,0.0,0.0,0.0,0.0,0.0,5.866666666666666,206.30203988403082,35.20831533929422,5.0,16.0,413.6045727257927,25.850285795362044
chat,int4,gptq_marlin,6,30,0.35465608465608467,0.13159947876610847,0.3048544973544974,0.4025793650793651,2.127936507936508,1.8291269841269842,2.4154761904761903,0.7023809523809523,0.6373809523809524,0.7604761904761905,0.49646825396825395,0.4181746031746032,0.5761111111111111,0.3467063492063492,0.2813888888888889,0.416984126984127,0.23825396825396825,0.17515873015873015,0.30293650793650795,222.42032525440058,201.04367633660635,246.28384144355854,644.724328815937,617.4154362951716,674.9912772327662,25.15380262087531,24.131567456698235,26.129250643027103,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3393652895671928,0.3198965990242384,0.36077204931669693,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,222.36481855312982,39.20014507795078,6.0,16.0,417.1314064413309,26.070712902583182
chat,int8,gptq,2,30,0.6351124338624339,0.14935325253127288,0.5811111111111111,0.6878306878306879,1.2702248677248678,1.1622222222222223,1.3756613756613758,0.7267857142857143,0.6728835978835979,0.7775793650793651,0.5434391534391534,0.47178571428571425,0.6132275132275132,0.0,0.0,0.0,0.0,0.0,0.0,178.31633500754833,169.8580409089724,187.93224760641655,600.9045875320832,588.4177955488364,616.2899117295941,26.726810942562295,26.11522677938858,27.24256688315317,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29600986899471804,0.28553343115976687,0.30685771261583,0.0,0.0,0.0,0.0,0.0,0.0,7.366666666666666,178.25239089628062,24.203460136596014,2.0,16.0,417.24811022480327,26.078006889050204
chat,int8,gptq,3,30,0.5641049382716049,0.14718383597127835,0.5096781305114638,0.6182671957671958,1.6923148148148148,1.5290343915343916,1.8548015873015873,0.7531216931216931,0.6944973544973545,0.8058730158730159,0.5388756613756613,0.4693121693121693,0.6095238095238096,0.4003174603174603,0.3316931216931217,0.4732010582010582,0.0,0.0,0.0,190.08814978102842,178.55844354877868,202.16629095375538,618.2931850974759,605.3056496505936,632.4609515567621,25.976044163866277,25.404718477824424,26.53246307254311,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30607894631975746,0.2923996432369047,0.3206902859360696,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,190.03080756713948,30.0778036432528,3.0,16.0,422.74480027457076,26.421550017160673
chat,int8,gptq,4,30,0.4912896825396825,0.16906544963345752,0.43197420634920636,0.560704365079365,1.96515873015873,1.7278968253968254,2.24281746031746,0.7273809523809524,0.6749206349206349,0.7858730158730158,0.5440079365079366,0.47174603174603175,0.6188888888888889,0.4068253968253968,0.3319047619047619,0.4928174603174603,0.28694444444444445,0.21162698412698414,0.37932539682539684,219.39301658421755,201.5731418505311,237.01080437749624,682.7627598618468,664.2835970347127,702.178413545092,23.571444413380465,22.932646236480046,24.179598608284525,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31948666142551996,0.29791572161900265,0.3406893734974676,0.0,0.0,0.0,0.0,0.0,0.0,5.866666666666666,219.33922432363033,37.45113390556995,4.0,16.0,458.0384021004041,28.627400131275255
chat,int8,gptq,5,30,0.43652380952380954,0.14814559956235657,0.38411904761904764,0.4905555555555555,2.1826190476190477,1.920595238095238,2.452777777777778,0.7479365079365079,0.692063492063492,0.805952380952381,0.5515079365079365,0.4710714285714286,0.6268253968253968,0.4065873015873016,0.33265873015873015,0.49003968253968255,0.26067460317460317,0.19996031746031745,0.3229365079365079,224.56586292634407,206.03291100511947,244.48493799815574,647.0121626431743,628.2872317358851,667.2643257305026,24.90264670425658,24.15255471515068,25.61163896805091,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3436095181452631,0.32392664509398844,0.36422087939660946,0.0,0.0,0.0,0.0,0.0,0.0,5.5,224.51239662865797,40.878822361045174,5.0,16.0,416.919425688684,26.05746410554275
chat,int8,gptq,6,30,0.3794444444444444,0.13309747618427883,0.3323015873015873,0.42826719576719574,2.276666666666667,1.993809523809524,2.5696031746031744,0.7285317460317461,0.6645634920634921,0.7897222222222222,0.5308730158730158,0.45492063492063495,0.6093650793650793,0.3846031746031746,0.3232936507936508,0.44972222222222225,0.2636904761904762,0.19924603174603175,0.331984126984127,237.1703847621878,217.87710394710302,258.55536988625926,650.0291037683686,628.9122903098663,671.8957309921583,24.82198990913426,24.013897854097088,25.62969393006839,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.360399209602694,0.3401590711402351,0.3808188740237939,0.0,0.0,0.0,0.0,0.0,0.0,5.366666666666666,237.11736984550953,44.218835850423645,6.0,16.0,407.8639928872387,25.491499555452418
reasoning,bf16,none,2,30,0.6734421596921597,0.1936717349507813,0.6015133477633477,0.7374603174603175,1.3468843193843194,1.2030266955266955,1.474920634920635,0.7638936988936988,0.6950180375180375,0.831583694083694,0.5829906204906204,0.504433621933622,0.6567857142857143,0.0,0.0,0.0,0.0,0.0,0.0,191.7252186064919,180.4535958915949,204.80232325692972,610.3119599322478,597.0092965910832,624.392212741077,26.319449927423143,25.763664594768617,26.848919278340784,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3121266430602954,0.2999862500468478,0.3263908560975444,0.0,0.0,0.0,0.0,0.0,0.0,7.2,191.65291165312132,26.630995254894202,2.0,16.0,413.11461000392836,25.819663125245523
reasoning,bf16,none,3,30,0.6025308641975309,0.20800104721288046,0.5264197530864198,0.6776984126984127,1.8075925925925926,1.5792592592592594,2.033095238095238,0.7380952380952381,0.6661904761904762,0.8061904761904762,0.5786111111111111,0.4936111111111111,0.6588095238095238,0.49088624338624337,0.40564814814814815,0.5846428571428571,0.0,0.0,0.0,206.97245995203653,190.02988884846368,226.6080171490709,641.0891907289624,621.7090184489886,664.5562792817751,25.164415885083983,24.34824899300615,25.867088009429118,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31898602426457673,0.3008805673641167,0.3379955985084213,0.0,0.0,0.0,0.0,0.0,0.0,6.2,206.91821047415337,33.395366066963305,3.0,16.0,428.9711988841494,26.810699930259336
reasoning,bf16,none,4,30,0.5545006613756613,0.1964939273243683,0.4833597883597884,0.6211640211640211,2.2180026455026454,1.9334391534391535,2.4846560846560846,0.7252380952380952,0.6578571428571428,0.7871428571428571,0.5635582010582011,0.49566137566137564,0.6215343915343915,0.4987169312169312,0.4156084656084656,0.5767460317460318,0.430489417989418,0.3392195767195767,0.5194841269841269,221.55868311723074,200.73755159974098,246.28705140203238,648.0560267964999,628.090749370555,670.4377293586731,24.904086567723322,24.10982211665583,25.674394404644993,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336527589934029,0.31375011299365985,0.36218332267472764,0.0,0.0,0.0,0.0,0.0,0.0,5.533333333333333,221.51021988441548,40.09717825014223,4.0,16.0,421.7904423053066,26.361902644081663
