task,draft_precision,quant_method,gamma,num_prompts,acceptance_rate_mean,acceptance_rate_std,acceptance_rate_ci_low,acceptance_rate_ci_high,mean_accepted_length_mean,mean_accepted_length_ci_low,mean_accepted_length_ci_high,position_1_acceptance,position_1_acceptance_ci_low,position_1_acceptance_ci_high,position_2_acceptance,position_2_acceptance_ci_low,position_2_acceptance_ci_high,position_3_acceptance,position_3_acceptance_ci_low,position_3_acceptance_ci_high,position_4_acceptance,position_4_acceptance_ci_low,position_4_acceptance_ci_high,draft_time_ms_mean,draft_time_ms_ci_low,draft_time_ms_ci_high,total_wall_time_ms_mean,total_wall_time_ms_ci_low,total_wall_time_ms_ci_high,tokens_per_second_mean,tokens_per_second_ci_low,tokens_per_second_ci_high,quality_mean,quality_ci_low,quality_ci_high,semantic_exact_match_mean,semantic_normalized_match_mean,semantic_token_f1_mean,semantic_length_ratio_mean,task_exact_match_mean,task_exact_match_ci_low,task_exact_match_ci_high,draft_cost_share_mean,draft_cost_share_ci_low,draft_cost_share_ci_high,draft_forward_calls_mean,draft_model_forward_time_ms_mean,draft_model_forward_ms_per_call,draft_input_tokens_per_forward,draft_extend_cache_ratio,draft_cache_reset_calls_mean,draft_propose_calls_mean,draft_model_generate_time_ms_mean,draft_model_generate_ms_per_call,draft_generated_tokens_per_call,target_forward_calls_mean,target_model_forward_time_ms_mean,target_model_forward_ms_per_call
reasoning,bf16,none,5,30,0.49814021164021166,0.2100059724755623,0.42152910052910053,0.5753439153439154,2.4907010582010582,2.1076455026455028,2.8767195767195766,0.7264285714285714,0.6558730158730158,0.7972222222222223,0.5651455026455027,0.4787962962962963,0.6462566137566138,0.48395502645502647,0.3947751322751323,0.5755291005291006,0.4057275132275132,0.31351851851851853,0.5052116402116402,253.0182077238957,224.80289600789547,284.80503155539435,679.0914945304394,651.2448940426111,710.3333403666815,23.891887542435114,22.923816538591442,24.804620787255725,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36406338346056694,0.3388817699711114,0.39135377235383484,0.0,0.0,0.0,0.0,0.0,0.0,5.266666666666667,252.95838074137768,48.09987251319129,5.0,16.0,420.2142549678683,26.26339093549177
reasoning,bf16,none,6,30,0.45604276895943563,0.1911277013035427,0.38614197530864197,0.5218871252204585,2.7362566137566136,2.316851851851852,3.131322751322751,0.7180952380952381,0.6393650793650794,0.7929365079365079,0.5412566137566137,0.4664814814814815,0.6157407407407407,0.4656216931216931,0.3889285714285714,0.5429365079365079,0.4062830687830688,0.3240079365079365,0.4875925925925926,271.28978228817385,237.59681501736245,310.92498414218426,698.973044877251,664.6857443576058,738.0942684287826,23.340847015948217,22.18746580816553,24.417805452829967,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37655510861116387,0.34959484241296246,0.4070316451252317,0.0,0.0,0.0,0.0,0.0,0.0,5.0,271.2377553805709,54.28845876983056,6.0,16.0,422.1753226593137,26.385957666207105
reasoning,int4,gptq_marlin,2,30,0.6586640211640211,0.2072679443856557,0.583042328042328,0.7262896825396825,1.3173280423280422,1.166084656084656,1.452579365079365,0.7494444444444445,0.6776190476190477,0.8147222222222222,0.5678835978835979,0.48428571428571426,0.6452380952380953,0.0,0.0,0.0,0.0,0.0,0.0,174.9687409028411,163.21647459020218,188.38905996332565,619.9039367958903,604.8027803500494,635.1494271308184,25.94461027994578,25.341593702717137,26.59276242426311,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2805541815712325,0.2667442164485992,0.2968808457126254,0.0,0.0,0.0,0.0,0.0,0.0,7.366666666666666,174.89992951353392,23.776811335541346,2.0,16.0,439.24296473463374,27.45268529591461
reasoning,int4,gptq_marlin,3,30,0.5908000641333975,0.20590236191076142,0.5178611511944845,0.6597242263908931,1.7724001924001924,1.5535834535834536,1.9791726791726791,0.7271055796055796,0.6539550264550265,0.7945502645502646,0.558997113997114,0.48227994227994225,0.6420634920634921,0.4862974987974988,0.4075962000962001,0.5673015873015873,0.0,0.0,0.0,175.57271191229424,161.6147980093956,191.88936290641627,610.6628046681484,595.466496484975,628.3651104196906,26.351887472480477,25.64077816341383,26.982745358653695,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2850999705026852,0.26802837155888254,0.3041318795440651,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,175.50504008928934,27.840014535413196,3.0,16.0,429.6130606283744,26.8508162892734
reasoning,int4,gptq_marlin,4,30,0.5662647306397306,0.20956385301541303,0.4943518518518519,0.6378935185185185,2.2650589225589224,1.9774074074074075,2.551574074074074,0.7463383838383838,0.6724074074074075,0.8192592592592592,0.5727272727272728,0.5018013468013468,0.6387878787878788,0.5110858585858585,0.43034511784511786,0.5913888888888889,0.4349074074074074,0.3460185185185185,0.5238888888888888,170.1400567467014,151.5427471448978,191.68672443677983,590.7705403243502,570.6820149595538,614.005908370018,27.36866845713065,26.39507722687883,28.23220128286586,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2827490346465678,0.2619745856988358,0.3053243734061719,0.0,0.0,0.0,0.0,0.0,0.0,5.533333333333333,170.09218962242207,30.767393550515703,4.0,16.0,415.84273508439463,25.990170942774665
reasoning,int4,gptq_marlin,5,30,0.494456228956229,0.20730181965290906,0.418993265993266,0.5637710437710438,2.472281144781145,2.09496632996633,2.818855218855219,0.7318939393939394,0.6601851851851852,0.7997222222222222,0.5655050505050505,0.4825252525252525,0.6411111111111111,0.49497474747474746,0.4126094276094276,0.5777525252525253,0.38435185185185183,0.2952777777777778,0.46796296296296297,184.0212294831872,162.68676655987898,209.2904149244229,600.1966941480836,578.3906145021319,623.9313188940287,26.967018407331135,26.027587108918514,27.87832895808146,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29980270434710693,0.2768247267729173,0.3261035930080249,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,183.96708288540444,34.559834860531794,5.0,16.0,411.0846204062303,25.692788775389392
reasoning,int4,gptq_marlin,6,30,0.46139870931537597,0.2035703590990599,0.3925098204264871,0.5308024691358024,2.768392255892256,2.3550589225589227,3.1848148148148145,0.7368939393939394,0.6631313131313131,0.8066666666666666,0.5571717171717172,0.484023569023569,0.6259259259259259,0.48997474747474745,0.4072222222222222,0.5722895622895623,0.4160185185185185,0.3238888888888889,0.5092592592592593,203.98306095351776,177.65829854955277,234.64866566161314,636.6619791214665,608.3507713551322,666.919855773449,25.53022101643895,24.460392362016208,26.562623210979616,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3107380402575952,0.2837723971929714,0.3397448873820875,0.0,0.0,0.0,0.0,0.0,0.0,5.033333333333333,203.92977620164552,40.64821141105622,6.0,16.0,427.030887765189,26.689430485324312
reasoning,int8,gptq,2,30,0.6761309523809524,0.19495491754201463,0.6059722222222222,0.7415277777777778,1.3522619047619049,1.2119444444444445,1.4830555555555556,0.7700925925925926,0.704047619047619,0.8363756613756614,0.5821693121693122,0.4999867724867725,0.6596428571428572,0.0,0.0,0.0,0.0,0.0,0.0,175.4054527108868,165.22560281058153,186.03594036151966,592.62651472042,579.1002652918299,608.1261965756615,27.12311476796811,26.47407843987946,27.704205303250195,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2948606056681809,0.28171715956214427,0.30815200674925236,0.0,0.0,0.0,0.0,0.0,0.0,7.166666666666667,175.33874853203693,24.500904166479668,2.0,16.0,411.7623435333371,25.73514647083357
reasoning,int8,gptq,3,30,0.6002777777777778,0.21321412760883088,0.5255511463844798,0.675731922398589,1.8008333333333333,1.5766534391534393,2.027195767195767,0.7373544973544973,0.6634391534391534,0.8105291005291005,0.567962962962963,0.4837037037037037,0.6498412698412699,0.495515873015873,0.4081216931216931,0.5858465608465608,0.0,0.0,0.0,190.74079959342876,174.64899141341448,209.62876758227745,621.6211471706629,604.6377347782254,639.1783624887466,25.909915326143313,25.21706441813687,26.60666055444988,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30342691698404173,0.2845410244201467,0.32376785505000694,0.0,0.0,0.0,0.0,0.0,0.0,6.233333333333333,190.67752808332443,30.62565624295049,3.0,16.0,425.1311384141445,26.570696150884032
reasoning,int8,gptq,4,30,0.5515079365079365,0.19273341060710755,0.48072089947089947,0.6184986772486772,2.206031746031746,1.9228835978835979,2.473994708994709,0.7237830687830688,0.6574867724867725,0.7865079365079365,0.5563095238095238,0.48914021164021165,0.616574074074074,0.5017857142857143,0.42023809523809524,0.5788888888888889,0.42415343915343917,0.3384920634920635,0.5117857142857143,189.37176627417406,171.44202906638384,210.1058236012856,606.4397564778725,584.9945951874057,629.0430479372541,26.64927396555183,25.742342008728432,27.53701941230791,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30764659088884416,0.2884639868201871,0.32852948625405437,0.0,0.0,0.0,0.0,0.0,0.0,5.533333333333333,189.32012288520733,34.25216108186062,4.0,16.0,411.9227395703395,25.74517122314622
reasoning,int8,gptq,5,30,0.502968253968254,0.2120505687061144,0.42852910052910054,0.5792037037037037,2.51484126984127,2.1426455026455025,2.8960185185185185,0.7305291005291006,0.6607142857142857,0.8022222222222222,0.5645634920634921,0.47817460317460314,0.647526455026455,0.4948015873015873,0.4058201058201058,0.5856349206349206,0.4121693121693122,0.32562169312169315,0.5098148148148148,221.4956476042668,196.14462840060392,248.93052820116282,661.4384889602661,635.9626678749919,688.8999133681258,24.48176593197535,23.541062934384456,25.412564323633333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3278902115076435,0.30271954696501535,0.3537831436485258,0.0,0.0,0.0,0.0,0.0,0.0,5.233333333333333,221.43759013464054,42.34511556608908,5.0,16.0,433.9956106618047,27.124725666362792
reasoning,int8,gptq,6,30,0.4632142857142857,0.19957673272708357,0.39130511463844797,0.5332297178130512,2.7792857142857144,2.347830687830688,3.199378306878307,0.7338624338624339,0.6555555555555556,0.8083333333333333,0.5440079365079366,0.4628306878306878,0.6225793650793651,0.481468253968254,0.39960317460317457,0.5687962962962962,0.41494708994708995,0.3337962962962963,0.494537037037037,225.02896965791783,198.23489474753538,256.6052421927452,642.5586296245456,615.5983341857791,671.7418815319737,25.294258401708326,24.212228147110345,26.30754578556798,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34091461571268905,0.3129469105163985,0.3704244509189627,0.0,0.0,0.0,0.0,0.0,0.0,4.966666666666667,224.9794965609908,45.45578029992246,6.0,16.0,412.0516882588466,25.75323051617791
